"rpid","oid","mid","name","level","datetime","content","like","rcount"
"1670673492","54916636","5654873","镜星影","6","2019-06-09 19:02:19","有能力的都去油管上看看原神pv的评论吧，国内某些主机玩家是真的高贵","2","1"
"1670687562","54916636","38640506","花火見","6","2019-06-09 19:05:45","这届米卫兵不行啊，有的人甚至连塞尔达什么平台都不知道就再评论区指点江山，最后再强调一遍塞尔达真的是ps4的[抠鼻][抠鼻][抠鼻]","2","1"
"1670708098","54916636","25990035","-纳兹咩--","6","2019-06-09 19:14:47","不论何时何地，只要人数够多，争论的双方总是都有一群智障[微笑]","5","0"
"1670714096","54916636","2736186","冰雅七巧","6","2019-06-09 19:18:32","等一个测试服视频就完事了，目前不急站队，吃瓜先[蛆音娘_吃瓜群众]","3","0"
"1670726300","54916636","12338273","久弥直树还我REI酱妹妹","6","2019-06-09 19:21:23","看完pv就知道评论一堆”节奏大师”","2","0"
"1670791663","54916636","165882388","时间的守望","5","2019-06-09 19:45:05","这评论给我看吐了，游戏还没出就一群人gaochao了","2","0"
"1670795866","54916636","114032682","鲁铎象征单推人","5","2019-06-09 19:46:06","碰瓷营销可把??看吐了，为了炒热度真是什么都干的出来，你大伟哥和蔡徐坤同父同母（×）无父无母（?）?现在的崩崩崩枯燥乏味，没有任何新玩法和乐趣（除了聊天室）还各种恶心人，宝服还各种闪退，热度持续下降，为了继续恰烂钱，已经不要脸到这种地步了?之前说好的二次元梦想呢?","3","0"
"1670826275","54916636","9967926","文字天下","6","2019-06-09 19:59:05","平时没发现，你站又又又人均塞尔达玩家了，笑死，真正的塞尔达玩家不应该是看戏状态吗，只有足够的优秀别人才会炒，但又超越不了，这不是很有意思吗。就跟现在很多游戏抄崩三一样，你看哪个崩三玩家气急败坏了，各位假粉丝，多少钱[蛆音娘_滑稽]","7","5"
"1670841942","54916636","9485467","天泽灬","5","2019-06-09 20:03:44","自己写的一个关于何处真该喷，何处是被云玩家瞎喷的小专栏cv2840638，，起因是因为我说画风不一样被一堆人喷，那我就实机截图出来一项项对比，顺便把类似游泳动作这样被乱带节奏的和那些真该喷的地方（如乘风，草，滑翔等）一起指出来。","2","3"
"1670843319","54916636","286218621","高你基","4","2019-06-09 20:04:57","游戏出来了通知我直播吃翔","3","3"
"1670893395","54916636","16827643","芙兰朵露☆蕾米莉亚","6","2019-06-09 20:24:12","笑话玩法像塞尔达。。。抱歉塞尔达前面还有龙之谷。。幻想神域。。。等等等等谢谢[蛆音娘_吃瓜群众]画风一样我笑了？韩国有一个端游也是这种渲染画风叫p啥玩意来着你们过去喷啊！不就是盯着蹦蹦蹦不放想搞事情蹭热度嘛？好玩吗dd。。一个个发个从来没有发过的视频和专栏蹭热度好玩吗？[蛆音娘_吃瓜群众]","2","38"
"1670913202","54916636","39725267","咕咕咕咕咕咕咕咕咕l","5","2019-06-09 20:32:08","这游戏华为980能玩吗？给个准信","0","0"
"1670930131","54916636","34082153","风泷祤雪","6","2019-06-09 20:34:31","855申请出战","0","0"
"1670933209","54916636","370982377","Keim-Rumbold","4","2019-06-09 20:38:13","不说了，先肝为敬","0","0"
"1670933436","54916636","13376400","只有枣枣受伤的世界","6","2019-06-09 20:38:28","看到没有!   塞尔达旷野之息新dlc出来了，我tm买爆!!!","0","0"
"1670941313","54916636","16260664","风子笛","5","2019-06-09 20:41:13","抱歉，塞尔达真的是万物起源（￣▽￣）","2","0"
"1670943962","54916636","4183465","君无qwq","5","2019-06-09 20:44:41","龙之谷塞尔达的合体版","0","0"
"1670954799","54916636","41352614","任天堂能不能爬","5","2019-06-09 20:45:49","我再来扯一扯。。。
现在喊着抄袭的日后都有可能会成为队友，说塞尔达不好的也有可能是新link（留点嘴德吧，真香定律）
这次主要是米卫兵积怨太深造成的，我看手游斯笔的时候总有人说抄袭崩崩崩。。。这次米忽悠碰瓷营销，引得热度。。。算了别吵了，你游目的得到了，米卫兵别洗了，黑子别黑了。。。在网上斯啥斯，有本事线下真人对决。。。","4","1"
"1670963339","54916636","733010","不科学の萌多","6","2019-06-09 20:50:24","老任法务又不是善男信女，真有什么石锤轮不到粉丝警察出动的","2","0"
"1670970380","54916636","22754464","_唐泠_","6","2019-06-09 20:50:46","米忽悠最新力作
异乡人你会空中劈叉吗？","0","0"
"1670993168","54916636","105798323","xz派蒙","4","2019-06-09 21:02:13","米小将牛逼嗷，都能用PS4和steam玩塞尔达野炊了，把??给逗笑了","5","1"
"1671021154","54916636","217908137","樱花散尽空悲切","5","2019-06-09 21:07:53","昨天才公布的pv，明明只有1000个测试名额，taptap却有43万多的预约量，还不包括其他平台，原神的粉丝量也快突破10万了，可见这碰瓷营销确实很吸引玩家的眼球，不管怎么样还是等公测的时候再喷也不迟，仅仅靠pv管中窥豹是片面的。确实这种方式并不太好，玩家很容易反感，期待原神后续的表现。（个人观点，不喜勿喷）","2","0"
"1671017199","54916636","12781655","猪八戒悟空","6","2019-06-09 21:08:12","其实，我觉的也不错。虽然和荒野之息某些部分确实很像","0","0"
"1671023643","54916636","45398096","我说那个kmr啊","5","2019-06-09 21:09:52","今年下半年，米哈游开发原神，也请大家多多支持他们（mai sai er da），文体两开花。","0","0"
"1671019254","54916636","28016241","蔷薇の洛丝","6","2019-06-09 21:10:48","安卓的兄弟们都往后稍稍,这次只开放PC和IOS","0","0"
"1671019454","54916636","34782136","sertres","6","2019-06-09 21:11:04","冲冲冲","0","0"
"1671028541","54916636","352614700","域銘间","5","2019-06-09 21:14:10","抄袭又怎样，反正玩崩坏三的也没几个是主机游戏玩家，恶心不到我们。好玩就行了嘛，我可以在崩坏三这个低劣的国产二次元游戏中体验到很多三A大作的部分内容，也多亏了米忽悠呢，我感谢米忽悠还来不及呢，为啥你们还要骂，咱们关起门来玩自己的就行了，所付出的代价也仅仅是被那些人嘲讽几句而已，就像我们笑话印度人玩盗版吃鸡是一样的道理。。。","3","10"
"1671034031","54916636","147893356","爬山兔","6","2019-06-09 21:14:12","我深渊都还没打呢，罢了，反正也是掉到原罪而已( ′_ゝ｀)","0","0"
"1671034407","54916636","32960205","沫路么么默","5","2019-06-09 21:14:31","有男的，[嫌弃]","0","0"
"1671038416","54916636","32960205","沫路么么默","5","2019-06-09 21:16:08","感觉人物可以再美化下","0","0"
"1671045346","54916636","290483950","呆傻的阿正","5","2019-06-09 21:16:17","总感觉是物语系列","0","0"
"1671055007","54916636","326713037","带进来","5","2019-06-09 21:19:13","应该会改的","0","0"
"1671052657","54916636","32831954","线弱纸水","5","2019-06-09 21:21:25","塞尔达模拟器","0","0"
"1671058332","54916636","147893356","爬山兔","6","2019-06-09 21:21:56","今年可以公测吗[小电视_思索]","0","0"
"1671069246","54916636","36696382","已经没意思了","5","2019-06-09 21:26:38","我就是不明白，为什么玩都没玩就要先喷一遍。我没玩过塞尔达传说，也不知道原神和它到底有多相似。[无语]
     pv刚一开始，就有人说视频的角度抄了。wdnmd你看得可真细致。
     看到地图的时候，有人说地图一模一样。这个我不懂所以不发表意见。
     看到爬墙、游泳、攻击的时候，又有人说动作一样。我爬墙、游泳姿势也这样，那是我抄游戏了？还是游戏抄我了？以后的游戏是不是都得倒立着走才能不算抄袭走路姿势？
     看到怪物的时候，有人说设定抄了，那四大神兽的设定都被用烂了你咋不说？
      一个挺好的游戏pv，被喷得跟改版塞尔达剪辑一样。你们这么喜欢那个游戏，到底对它了解多少？有的人可能玩都没玩过，就来这里跟风喷，你很享受这种感觉哈～
  （这种行为真的很烦，所以我情绪可能有些激动，有些话说得有点过分，请大家谅解）","3","11"
"1671073120","54916636","32831954","线弱纸水","5","2019-06-09 21:28:17","塞尔达荒野之息可以说是老任最得意的作品之一。游戏中每一个玩家自主探索出的新玩法，都是设计师一步步设计好的。米忽悠的抄袭是对这些优秀游戏设计师的极大的不尊重。","2","2"
"1671073174","54916636","23004004","?????","6","2019-06-09 21:28:22","碰瓷就完事了","0","0"
"1671077468","54916636","10174017","CalvinDon","6","2019-06-09 21:29:11","Wake Up,Link","0","0"
"1671078703","54916636","98732395","艾嘞比","5","2019-06-09 21:30:11","个人感觉红衣妹子和绊爱有点像","0","0"
"1671118549","54916636","5566501","Mendosuaki","6","2019-06-09 21:41:33","米哈游一到店，所有玩游戏的人便都看着他笑，有的叫道，“米哈游，你又出新游戏了！”他不回答，对柜里说，“故事发生在提瓦特大陆上，名字叫原神。”说完便放出一段pv。他们又故意的高声嚷道， “你这个好像海拉尔的塞尔达呀！”米哈游睁大眼睛说，“你怎么这样凭空污人清白……” “什么清白？我们亲眼看见你的美术风格，玩法要素，都有塞尔达的影子。”米哈游便涨红了脸，额上的青筋条条绽出，争辩道，“借鉴不能算抄袭……借鉴！……做游戏的事，能算抄袭么？”接连便是难懂的话，什么“崩崩崩”，什么“情怀”之类，引得众人都哄笑起来：店内外充满了快活的空气。","3","0"
"1671154676","54916636","52518563","椰奶泡芙","6","2019-06-09 21:53:17","激动什么？这游戏无非俩结果，被告的流产，真香的天天吃一碗。这么激动，就找渠道给任天堂说，让任天堂弄死这个游戏，让米哈游好好经营崩坏。再说了？国内才多少人玩过塞尔达？我确实无知，你们不说，是真的没听过。看到pv我只觉得这个pv老的掉牙了，印象里，类似的cg,pv多的不行。腾讯好不好？牛逼就是王者，有几个记得浩方，有几个记得跑跑卡丁车，有几个记得冒险岛？你们只记得什么，自己心里清楚，再说个反面，谁记得鬼吹灯呀？哈哈哈，能听懂的可能很少。这个游戏存在两种玩家，绝大多数的想玩的玩家，和极少一部分觉得自己被侵犯了的玩家，并且这些玩家里还有不少人想玩这个游戏，这两种玩家本身也不在一个层面上，我不玩手机原神？我就会买个任天堂掌机？反正我玩不起高贵的游戏，也不会去玩低贱的游戏。要么支持，要么你们去弄死原神。[小电视_赞]","4","1"
"1671158811","54916636","9967926","文字天下","6","2019-06-09 21:56:11","转某个视频的评论
我一不玩塞尔达，二不玩什么崩2崩3，对米哈游或者任天堂都没有什么感觉。我是在隔壁原神pv弹幕里看到这个视频av号跑过来看看的，想见识一下所谓的实锤对比。我从头到尾看完了两遍，越看越觉得在侮辱人的智商。
先说第一幕，原神这边的睁眼加对话，我游戏玩的少，但这个开头真的不少见，最近的明日方舟开局也是博士醒来，我玩了950+天的fgo类似的醒来剧情更是多。原神这边是个精灵？叫醒，明日方舟是阿米娅，fgo这边是玛修。我光一瞬就能想起两个有同样场景的游戏，你是不是都可以拿来跟塞尔达做“对比”？
第二幕，一个大场景的展现。我想了想很多展现风景的游戏开局都有这个画面吧，然后我就想到了隔壁阿育的刺客信条你猜我找到了什么？av12791816，这支预告片开局第一幕大场景展示，就多了个埃及金字塔，还有41-43秒的场景展示。还有类似的画面用文字怎么描述？“复行数十步，豁然开朗。土地平旷，屋舍俨然，有良田美池桑竹之属。”我猜这几个也可以用来做“对比”是不？
第三幕，狐狸。同样av12791816，10-12秒，右边，虽然不是狐狸，应该是鬣狗？
第四幕，人的背影转景色，av16108416，同样刺客信条奥德赛的视频，15-17秒。我觉得还可以找出很多其他类似的，但是没有必要，一个就够了。
第五幕，旋转展示场景，不久前阿育送的大革命玩过没？要不要去“对比”一下里面的鸟瞰同步？
第六幕，攀爬游泳飞翔，你展示了塞尔达的滑翔，攀爬游泳这些同av12791816，滑翔的话，刺客信条第二部的画面av43147964。
第七幕，射箭。同av12791816，1:39-41。
最后pv的节奏，节奏拿来说事的话，我想你是没写过作文没？开头，发展，高潮，结尾，我想所有用这个节奏写作文的考生们是不是需要拿出来“对比”一下？ok，还是av12791816，你去“对比”一下节奏呗。综上，你的“对比”还真是具有说服力呢。原神和塞尔达的确是一眼看上去一样，那是画风原因。但你提出的所有点都不是塞尔达独有的，或者说完全一致，说完全一致的建议眼科。","6","8"
"1671166155","54916636","12004698","野中绿","5","2019-06-09 21:56:16","拜托有些人看清本质好吗，老是说被人喷喷喷，国产游戏被喷还少吗？蹦3没被喷吗？只要做得好玩之后有谁管啊？这次被喷这么多还不是因为某些卫兵太跳，人家觉得像就像啊，本来就像还不让人说，一说就上升到国家层面，什么崇洋媚外，然后假装客观，什么PS4上玩塞尔达1000小时没觉得像，然后开始嘲讽塞尔达世界起源，说话阴阳怪气，扣个任豚帽子，不喷你喷谁？","2","0"
"1671170365","54916636","8106257","这是非常傲娇的茄子君","6","2019-06-09 21:57:18","b站老哥啥游戏设备都有
游戏又玩得多
版权意识深刻
看了b站感觉自己就是个乡巴佬
又没钱，也没见识
也没有b站老哥那么高的智商和情商
b站老哥不经意的言语透露出渊博的学识
b站老哥愤怒的心情彰显了对于抄袭行为的不齿
b站老哥精彩的辩论树立了有钱就是牛13的深刻价值观
难道这。。。。就是传说中的大佬吗#(滑稽) !
太。。太强了八

为什么他们说的话完全没有说自己牛逼
我却觉得他们
实在是----太牛逼 la
我甚至无法控制对他们崇拜的心情

请问：b站老哥到底是为了做什么（  ）[滑稽][滑稽]","2","34"
"1671171119","54916636","67273152","PP大的不行","5","2019-06-09 21:57:52","塞尔达万游起源？对不起，塞尔达就是万游起源。塞尔达是你爹？对不起，塞尔达就是游戏界的神。你就见不得中国人做的游戏好是吧？碰瓷营销最恶心，从心中鄙视[阴险]","6","0"
"1671183679","54916636","64663303","曉學生鎮魂歌","5","2019-06-09 22:03:22","我是搞不懂一堆人在噴神麼啦，但是噴的那些人是否想過：「你們抄襲呼吸、你們抄襲了思考、你們抄襲了'活著'」？我手遊只玩崩3，我從不偏袒任何公司及遊戲，但看到這種討厭一款遊戲的製作公司就去噴它滿臉的人，抱歉，我不能容忍，憑什麼看到喜歡的作品抄襲別人就可以被你們稱為借鑒或是致敬，討厭或沒聽過的作品稍微借鑒一下就叫抄襲？","0","3"
"1671230743","54916636","386021793","江江江小哲","5","2019-06-09 22:17:23","。。。。不说画风之类的，那打击效果，技能效果和火焰效果真不是旷野之息嘛？","0","0"
"1671237074","54916636","6046842","葱厨骑士团","6","2019-06-09 22:20:55","手持Xperia1的闻到了手机的香气","0","0"
"1671234948","54916636","429913542","hif1304","2","2019-06-09 22:21:55","这游戏是索尼投资的吧？","0","0"
"1671238059","54916636","223140499","白色搁子","5","2019-06-09 22:22:06","这游戏，955能活下去吗？","0","0"
"1671238211","54916636","12832684","旺仔是小T的","6","2019-06-09 22:22:18","白色油漆有古墓丽影既视感欸！","0","0"
"1671250751","54916636","884265","原子小金剛","5","2019-06-09 22:23:01","请问iPadmini5是否可以一战","0","0"
"1671247779","54916636","271923840","zzzz大河","5","2019-06-09 22:25:05","呸！塞尔达加龙之谷","0","0"
"1671254058","54916636","59418535","账号已注销","0","2019-06-09 22:25:30","怎么可能会像任地狱的塞尔达呢？我steam塞尔达游戏时间1000小时，我都不知道哪里像了，你们一个个云玩家好意思说像？","0","0"
"1671265471","54916636","2437619","加农是只猪","2","2019-06-09 22:27:55","转国外
This game already looks incredibly by the people who made honkai

wow mihoyo bro ... ofc its dope ... really cool 3d anime 2d

waw amazing!!!!!!!! Mihoyo did a wonderful job , can't wait to play that game

Tales of Wind ? Genshin Impact ?

I saw some zelda breath of the wild in this video

It's Breath of the Wild , I bet they got inspired by BOTW .

comment 50% zelda BOTW 30% mihoyo 10% mobile 5% impact 5% gacha gacha should be 100%

Zelda Breath of the Wild remaster ver miHoYo for android

FULL OPEN WORLD ? OH MY , This going to be like Legend Of Zelda Breath Of The Wild isn't it ?

FULL OPEN WORLD ? OH MY , This going to be like Legend Of Zelda Breath Of The Wild isn't it ?

Gi ? ng Zelda Breath of the Wild th ? nh ?

Game play looks just like breath of the wild

以上是原神在油管播放数最高的视频下按顺序转来的热评，未作任何筛选。可以看到除了前五表示期待与惊喜的正面评价外其他热评【无一例外】全都提到了相似野炊，“Zelda remaster for android”看得出老外文字间冷嘲热讽的功力也是挺深厚的2333，很遗憾中国再次以负面形象展示在世界上。某位米卫兵借着自身群里没有科学internet能力自欺欺人说啥外国人都在真香真是滑天下之大稽。233333╮(￣▽￣)╭","10","14"
"1671258223","54916636","11216666","无限杀鸡","5","2019-06-09 22:28:15","吃瓜233","0","0"
"1671258481","54916636","34376919","群狐狸","6","2019-06-09 22:28:33","是开放世界吗?[2233娘_疑问]","0","0"
"1671266723","54916636","22750093","沐九_Mora","6","2019-06-09 22:29:13","喷没收b站账号的是认真的吗(?￣△￣)?，官方入住高仿的ID都会被回收的好趴。vc也是这个样子，不信自己搜，洛天依高仿账号的ID现在应该还是uid。
这点还真没什么好喷的","0","0"
"1671259548","54916636","6325696","司徒埃尔梅罗","5","2019-06-09 22:29:49","魂血狼玩家表示，鬼泣猎天使有了，这塞尔达也有了，下次新作能不能安排一个魂系手游[doge]","0","0"
"1671271270","54916636","333703139","I一一l","5","2019-06-09 22:30:50","↓该换多少元的手机","0","0"
"1671274324","54916636","226592367","会说话的123","5","2019-06-09 22:33:05","毕竟是2020年的，估计崩3的剧情也快完结了吧","0","0"
"1671274844","54916636","4278465","摄影凉风","5","2019-06-09 22:33:28","崩尔达？","0","0"
"1671287069","54916636","5782471","损智援胃鸡","6","2019-06-09 22:35:04","能别说抄袭塞尔达吗？你觉得这个游戏可以拿到滑翔伞就直接去讨伐盖伊？不充钱怎么守护海拉鲁","0","0"
"1671282084","54916636","181823001","清风抚摸我的心","5","2019-06-09 22:35:05","看测试啥样吧 也不能看一个像就说是啊 米哈游特效和打击感还有渲染上做的一向很好 具体参考崩坏3 一般的技能特效都一样只不过在画风的衬托下变得相似了很多 你可以试试脑补一下别的画风 暗黑系啥的就感觉很平常了 一切在测试完后就知道了 先别说是","0","0"
"1671288055","54916636","360766318","休伯利安第一女舰长","5","2019-06-09 22:35:47","感覺好綠啊[滑稽]","0","0"
"1671288888","54916636","15051216","不过是个名字而已","6","2019-06-09 22:36:20","我想起了鬼泣和崩3","0","0"
"1671291592","54916636","3952939","BestListener","5","2019-06-09 22:38:01","为啥我看出了好多类似《龙之谷》里的元素。。。","0","0"
"1671309446","54916636","25627712","陌上孤尘","5","2019-06-09 22:43:52","我还是玩过塞尔达荒野之息的好吧，当我眼瞎啊，反正任天堂打官司可是很强的←_←","2","0"
"1671321065","54916636","85153406","通辽帝国的忠实臣民","5","2019-06-09 22:45:02","这pv是真的恶心，碰瓷","1","0"
"1671333140","54916636","8084026","努力画面","5","2019-06-09 22:50:09","说实话你们也老拿塞尔达出来说了，省得那些小白玩这个游戏还以为塞尔达是什么垃圾游戏呢
打着擦边球跳起来都碰不到塞尔达脚边的东西哪有资格相提并论","4","1"
"1671365649","54916636","10666613","宝宝威风","5","2019-06-09 23:00:28","为什么崩坏3文案里玩家的人设是舰桥甲板清洁工？
答案很简单
因为清洁工最擅长
洗地","9","3"
"1671380271","54916636","20541922","望天打卦","5","2019-06-09 23:05:44","这就是明显的炒作啊，先搞波热度，然后游戏实机一点不一样。这波操作也是够恶心的","3","0"
"1671386260","54916636","20136947","Oading","6","2019-06-09 23:07:08","卑鄙的海利亚。。哦不，异乡人[2233娘_卖萌]","2","0"
"1671414624","54916636","13214159","账号已注销","0","2019-06-09 23:16:25","米哈游一到店，所有玩游戏的人便都看着他笑，有的叫道，“米哈游，你又出新游戏了！”他不回答，对柜里说，“故事发生在提瓦特大陆上，名字叫原神。”说完便放出一段pv。他们又故意的高声嚷道， “你这个好像海拉尔的塞尔达呀！”米哈游睁大眼睛说，“你怎么这样凭空污人清白……” “什么清白？我们亲眼看见你的美术风格，玩法要素，都有塞尔达的影子。”米哈游便涨红了脸，额上的青筋条条绽出，争辩道，“借鉴不能算抄袭……借鉴！……做游戏的事，能算抄袭么？”接连便是难懂的话，什么“崩崩崩”，什么“情怀”之类，引得众人都哄笑起来：店内外充满了快活的空气。","6","0"
"1671420861","54916636","11627850","韩金伦耶格尔","6","2019-06-09 23:17:20","米哈游也太心急了吧 可以等下半年星链和贝姐3出了 再结合只狼和鬼哭五 合体成崩坏4鸭","8","2"
"1671435142","54916636","20546025","Aindao","5","2019-06-09 23:21:57","老油条玩家，你好你好，有什么事情我们能帮到你？
（喘气）我要说的事（喘气）你们千万别害怕。
我们是水军，我们不会怕，你请说。
ん？
啊，不，我们也是玩家（憋笑），你请说。
我刚才，又在预约的国产游戏看到既视感。
（战术后仰）既视感，是哪一个？
（正经严肃）不是哪一个，是年度最佳神作旷野之息！
（画画）《艾莎简娜传奇》
不是动画，是游戏。
（画画）《地平线》
它是手游，没这么nb。
（画画）《风云岛行动》
厂商呢？不是网易的，它是米忽悠的。
（画画）《崩坏3》
这——
（拿过纸，画画）《崩坏4》米忽悠的。
（扫开）《原神》呀！PV有没有看！就是那种渲染没什么差别，PV节奏和艺术风格完全一致的那种，看完满脑子Deja Vu的钓鱼营销明白吗？！
明白了您继续说。
它疯狂地刷逼格，米小将说是国产の光，试问谁不希望。然后回头PV就搞事，全部都是Deja Vu，还有洗地党。洗！地！党！键盘那么长，刷的拍过来。任豚拿起刀，直接手起刀落，万物起源论证完毕，我就像氪金母——
（噗……哼哼……）
……你在笑什么？
我想起高兴的事情。
什么高兴的事？
任天堂国行。
（咳呵呵……）
你又笑什么？
我也在想任天堂国行。
你们想的，是惨得一批的神游机？
对对（憋笑）啊……不是，是腾讯代理NS的消息。
（拍桌）我再重申一遍！我没在开玩笑！
对对（憋不住笑了起来）
（用力拍桌）喂！！
（正经）欸，我们言归正传。那个，您刚才说的那个《原神》……它香吗？
它不是香不香的问题！它真的是那种，那种很少见的国产……不明真相的吃瓜群众会觉得很不错的，让人觉得眼前一亮的手游，单单看上去诚意十足，很欣慰——遗憾的是米忽悠不懂JO5，没有舍弃抄近路的觉悟……
（憋笑）
你欺人太甚我忍你很久了！
任天堂还被盗版搞惨过。
你都在笑我你都没停过！
难伺候的老油条玩家，我们受过严格的训练，无论多挨骂，我们也无所谓。除非韭菜嘎没了。
不如这样，老玩家（站起来），一个PV看不出什么，你先回去等游戏内部消息，我们一有既视感第一时间通知你。
（站起来）行，你们赶紧普及版权意识，好吧？很重要的多带点人啊。（拿衣服出门）
嘿呵呵哈哈~哈哈~哈哈~哈哈~哈哈哈哈！！！
（愣住，回去开门）
小韭菜你有什么要向爷反馈的吗？
（转身走）
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈！！！！
（开门）
亲爱的玩家？
（扯下衣服走）","2","2"
"1671445131","54916636","19843752","Capcom冰原","6","2019-06-09 23:24:18","碰瓷式营销，故意搞得很像，然后网上就会对抄不抄争论起来，有了热度。等游戏出来玩法肯定不一样，手游嘛，然后米卫兵有会自嗨喷那些说抄袭的人，说只是画面像，那么多都一样，然后热度又起来了。看到几乎每个视频下面都在争抄不抄，不得不说这手营销妙啊，无论怎么自己都不亏。所以，真不喜欢米哈游的别吵了，不关注就行[捂脸]","5","1"
"1671463426","54916636","10172989","小粉红制造者","5","2019-06-09 23:33:47","https://www.zhihu.com/question/328315137/answer/708816491 看了这个还说没抄袭的 我一定会给你扣上米小将的帽子","2","0"
"1671471937","54916636","29160181","360公司董事长","5","2019-06-09 23:35:22","你只出一个pv不能说你抄袭得看内测以及正式开服
我怀疑这就是恶意营销，黑红也是红","3","0"
"1671469832","54916636","19070381","-律者-","6","2019-06-09 23:35:56","咱也不敢说，咱也不敢问[蛆音娘_害怕]","2","0"
"1671482307","54916636","156845175","小rui宝宝eglish","5","2019-06-09 23:37:59","不是怎么一大堆人说什么“最强法务部”就一顿高潮啊，那是人家的关你们啥事，这是什么值得你们自豪的事情吗","0","1"
"1671488606","54916636","379561239","Calalinkx","5","2019-06-09 23:43:11","必须抄袭啊，谁看不出来？坐等老任律师函","0","1"
"1671540693","54916636","1617553","克伦威尔MKVII","6","2019-06-09 23:57:32","只能说，有些事虽然不违法，但是不道德。就算法无禁止即可为之，但你做人真的能彻底不要脸？","2","0"
"1671536027","54916636","3446400","千连丝羽成一线","5","2019-06-09 23:57:35","自私三连

【好玩就行】【我就喜欢】【以后真香】

洗白三连

【宣传策略】【碰瓷pv】【以后打脸】

抄袭三连

【抄袭普遍】【国内抄袭】【抄袭也玩】

爱国三连

【帮外国人】【黑自己人】【崇洋媚外】

现实三连

【有必要吗】【有何意义】【能改变啥】

我的三连
 【去你的吧】【看着恶心】【劳资不玩】

告辞！","26","23"
"1671566072","54916636","175881200","颜蛰","5","2019-06-10 00:09:53","不说了，要不然又得被骂......但是我还是想说两句！虽然从个个方面看都很像塞尔达，但是我觉得塞尔达的成功不只是画面而已还有游戏性，如果“原神”能在游戏性大做文章说不定就不会有人在诟病“抄袭”。","4","0"
"1671576365","54916636","28023205","喵心人的E萌","6","2019-06-10 00:11:44","转
看看这个游戏PV
多么完美的游戏PV啊！日系RPG的萌系画风，GTA式的开放世界，塞尔达传说荒野之息的（部分）背景人物设定，咱们中国人海纳百川，有容乃大，把这么多游戏大作的精华搞进一个游戏里，牛批啊！
什么？抄袭？中国人的事，怎么能说抄袭呢？借鉴，是借鉴，再说这事用我解释吗，你看看评论区，玩家自己都嗨爆啦！你说抄塞尔达，我GTA你当是不存在的？你说抄异度之刃？我大空轨不要面子了？再说你懂什么是流量，什么叫热度嘛？
游戏的创意特色？什么特色？你才特色！游戏啊，要什么创意，要什么特色，好玩儿就完了，你看看，这几个大作往起一加，不好玩我吃*，再说我这大杂烩的搞法，也应该算是“特色”了吧，那些个老外，想的到吗
游戏玩法？呵呵，那不用你操心，那可是我们留给我家小可爱的惊喜你看个预告就在那儿口嗨？看我家小可爱不把你怼哭了HH
................................................
所有的中国游戏厂商在我看来，就是非常非常非常纯粹的商人，纯到什么程度？纯粹到揉不进一丝丝的理想与梦想","0","0"
"1671577471","54916636","37370546","怕走夜路君","5","2019-06-10 00:12:50","感觉和云梦四时歌一个画风","0","0"
"1671577717","54916636","32744014","urf_","5","2019-06-10 00:13:05","任天堂律师函警告[蛆音娘_滑稽]","0","0"
"1671568446","54916636","35769802","斩邪の白羽","5","2019-06-10 00:13:16","米哈游！说好的崩坏4呢,这....这什么呀？哎...真香~","2","0"
"1671583100","54916636","3429292","マジやばくねぇ","6","2019-06-10 00:18:41","艹，越看越像塞尔达","0","0"
"1671588931","54916636","2993879","YuuCya","6","2019-06-10 00:21:09","这是个男性向游戏吗？","0","0"
"1671608276","54916636","59091500","轩辕之血","5","2019-06-10 00:27:50","我觉得如果有日语配音的话一定要请悠木碧来配，毕竟人家是圆？援？猿神","0","0"
"1671629031","54916636","35884671","CambrianThesurf","5","2019-06-10 00:38:10","在国内这种小圈子 让国人玩就可以 你们的舔狗可以睁一只眼闭一只眼 但让国外人看到就不是那么一回事了","2","14"
"1671630837","54916636","410896421","Red嗷呜","5","2019-06-10 00:38:26","塞尔达安排上了","0","0"
"1671635238","54916636","10366735","煌黑级小电视","5","2019-06-10 00:38:42","碰瓷洗不了游戏正式上线跟pv一样就重新定义为抄袭","0","0"
"1671637742","54916636","302097","AbysmalPS","6","2019-06-10 00:42:45","崩坏3这么逼氪 搞得这游戏我也不想玩了[无语]","0","0"
"1671644629","54916636","100591421","QQ20170402","5","2019-06-10 00:46:02","老任：你们都在瞎几把吵些什么？这种程度的相似有啥好吵的..... 看在这么多人吵的份上告告看好了....","0","0"
"1671656557","54916636","345720063","有地丨绫","5","2019-06-10 00:48:57","米忽悠又出电脑游戏了？","0","0"
"1671658361","54916636","7269444","太难了喂","6","2019-06-10 00:51:48","中国的某些手游玩家真的是见识短还死皮赖脸","3","0"
"1671659698","54916636","38107844","守护一声的幸福","5","2019-06-10 00:54:03","建议大家去看看原神的漫画[微笑]","0","0"
"1671661999","54916636","10124374","江丝聚寿","5","2019-06-10 00:56:29","当塞尔达精神续作玩玩也不是不行，就看能不能抄到精髓了","0","2"
